pl_name,default_flag,discoverymethod,disc_year,disc_facility,tran_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_eqt,pl_eqterr1,pl_eqterr2,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,st_rotp,st_rotperr1,st_rotperr2
Kepler-1008 b,1,Transit,2016,Kepler,1,12.43931193,2.837e-05,-2.837e-05,0.0,,,,,1.28,0.07,-0.05,0.0,,,,,,,,,,,,,,,,,,,,,,3.121,0.0656,-0.0656,0.0,,,,,0.01499,0.00057,-0.00029,0.0,,,,5066.0,79.91,-66.82,0.0,0.78,0.03,-0.03,0.0,0.81,0.03,-0.03,0.0,4.56,0.03,-0.04,0.0,19h46m11.43s,296.5476395,+44d56m30.59s,44.9418307,282.565,1.284,-1.272,13.59,0.057,-0.057,11.93,0.021,-0.021,11.46,0.017,-0.017,11.378,0.012,-0.012,,,
Kepler-1370 c,1,Transit,2016,Kepler,1,7.44142113,5.404e-05,-5.404e-05,0.0,,,,,1.27,0.56,-0.18,0.0,,,,,,,,,,,,,,,,,,,,,,4.731,0.157,-0.157,0.0,,,,,0.00863,0.00046,-0.00027,0.0,,,,6202.0,115.03,-131.46,0.0,1.29,0.46,-0.18,0.0,1.19,0.15,-0.09,0.0,4.29,0.11,-0.21,0.0,18h58m15.77s,284.5656897,+41d46m42.52s,41.7784781,1004.1,16.0405,-16.0405,13.718,0.092,-0.092,12.681,0.022,-0.022,12.421,0.022,-0.022,12.349,0.02,-0.02,,,
Kepler-892 b,1,Transit,2016,Kepler,1,13.7521072,3.106e-05,-3.106e-05,0.0,,,,,2.81,0.37,-0.27,0.0,,,,,,,,,,,,,,,,,,,,,,2.7024,0.0736,-0.0736,0.0,,,,,0.03574,0.00454,-0.00291,0.0,,,,4747.0,47.29,-45.63,0.0,0.72,0.02,-0.04,0.0,0.75,0.03,-0.04,0.0,4.61,0.02,-0.03,0.0,18h52m31.11s,283.1296399,+43d53m17.15s,43.8880983,570.727,11.432,-10.999,15.967,0.309,-0.309,13.968,0.025,-0.025,13.378,0.022,-0.022,13.335,0.044,-0.044,,,
Kepler-1241 b,1,Transit,2016,Kepler,1,18.5525701,0.0001035,-0.0001035,0.0,,,,,2.63,0.21,-0.23,0.0,,,,,,,,,,,,,,,,,,,,,,4.201,0.156,-0.156,0.0,,,,,0.0299,0.00036,-0.00181,0.0,,,,5261.0,180.72,-119.79,0.0,0.8,0.06,-0.05,0.0,0.84,0.05,-0.06,0.0,4.56,0.04,-0.07,0.0,19h38m18.29s,294.5762033,+38d27m25.05s,38.4569588,968.722,31.398,-29.522,15.886,0.183,-0.183,14.298,0.031,-0.031,13.823,0.039,-0.039,13.764,0.051,-0.051,,,
Kepler-106 e,1,Transit,2014,Kepler,1,43.8445,,,0.0,,,,,2.56,0.33,-0.33,0.0,11.17,5.8,-5.8,0.0,Mass,,,,,,,,,,,,,0.28,0.13,-0.13,0.0,,,,,,,,,0.02268,,,0.0,,,,5858.0,114.0,-114.0,0.0,1.04,0.17,-0.17,0.0,1.0,0.06,-0.06,0.0,4.41,0.14,-0.14,0.0,20h03m27.36s,300.864006,+44d20m15.18s,44.3375497,444.322,6.101,-5.941,12.923,0.08,-0.08,11.752,0.02,-0.02,11.494,0.023,-0.023,11.431,0.018,-0.018,,,
OGLE-TR-182 b,1,Transit,2007,OGLE,1,3.9791,1e-05,-1e-05,0.0,0.051,0.001,-0.001,0.0,12.666,2.69,-0.897,0.0,320.995,47.672,-47.672,0.0,Mass,0.0,,,0.0,,,,,85.7,0.3,-0.3,0.0,,,,,,,,,,,,,,,,,,,,5924.0,64.0,,0.0,1.14,0.23,,0.0,1.14,0.05,,0.0,,,,,11h09m18.70s,167.3279228,-61d05m42.94s,-61.0952624,2501.75,399.855,-399.855,16.9195,0.0461,-0.0461,15.453,0.068,-0.068,14.899,0.08,-0.08,14.737,0.143,-0.143,,,
Kepler-1569 b,1,Transit,2016,Kepler,1,5.79180156,3.622e-05,-3.622e-05,0.0,,,,,1.68,0.73,-0.31,0.0,,,,,,,,,,,,,,,,,,,,,,3.273,0.151,-0.151,0.0,,,,,0.01051,0.00034,-0.00057,0.0,,,,6319.0,179.66,-219.91,0.0,1.4,0.61,-0.25,0.0,1.25,0.21,-0.13,0.0,4.24,0.13,-0.25,0.0,19h28m49.12s,292.2046748,+37d13m16.34s,37.2212065,945.454,16.135,-16.135,14.123,0.103,-0.103,12.888,0.022,-0.022,12.604,0.022,-0.022,12.59,0.026,-0.026,,,
Kepler-950 b,1,Transit,2016,Kepler,1,98.7180406,0.0001748,-0.0001748,0.0,,,,,8.98,1.56,-0.83,0.0,,,,,,,,,,,,,,,,,,,,,,6.4184,0.0633,-0.0633,0.0,,,,,0.08054,0.0036,-0.00106,0.0,,,,5857.0,115.89,-163.53,0.0,1.02,0.17,-0.09,0.0,1.02,0.07,-0.06,0.0,4.44,0.07,-0.13,0.0,19h11m49.58s,287.9565768,+41d07m49.02s,41.1302834,2161.6,199.49,-169.19,16.0,0.412,-0.412,14.509,0.035,-0.035,14.165,0.043,-0.043,14.139,0.062,-0.062,,,
Kepler-940 b,1,Transit,2016,Kepler,1,59.6225257,0.0003015,-0.0003015,0.0,,,,,3.34,0.71,-0.31,0.0,,,,,,,,,,,,,,,,,,,,,,6.425,0.147,-0.147,0.0,,,,,0.03162,0.00539,-0.00124,0.0,,,,5769.0,169.66,-95.4,0.0,0.96,0.12,-0.08,0.0,0.97,0.07,-0.07,0.0,4.47,0.06,-0.1,0.0,19h36m57.91s,294.2413053,+47d16m33.47s,47.2759642,1260.78,59.01,-59.01,15.727,0.195,-0.195,14.399,0.025,-0.025,13.994,0.038,-0.038,14.019,0.058,-0.058,,,
WASP-163 b,1,Transit,2018,SuperWASP-South,1,1.6096884,1.5e-06,-1.5e-06,0.0,0.0266,0.0014,-0.0014,0.0,13.473,1.087,-1.087,0.0,594.3421,66.7443,-66.7443,0.0,Mass,,,,,1200.0,330.0,-330.0,0.0,85.42,1.1,-0.85,0.0,0.448,0.063,-0.094,0.0,2.232,0.024,-0.024,0.0,5.62,0.26,-0.21,0.0,0.119,0.003,-0.003,0.0,1638.0,68.0,-68.0,5500.0,200.0,-200.0,0.0,1.01,0.07,-0.07,0.0,0.97,0.15,-0.15,0.0,4.41,0.04,-0.04,0.0,17h06m09.01s,256.5375549,-10d24m46.83s,-10.4130071,261.386,3.663,-3.564,12.663,0.08,-0.08,10.673,0.026,-0.026,10.288,0.026,-0.026,10.147,0.021,-0.021,,,
Kepler-1093 c,1,Transit,2016,Kepler,1,89.722292,0.00108,-0.00108,0.0,,,,,1.96,0.72,-0.27,0.0,,,,,,,,,,,,,,,,,,,,,,10.678,0.247,-0.247,0.0,,,,,0.01507,0.00347,-0.00052,0.0,,,,6166.0,147.64,-138.45,0.0,1.2,0.38,-0.15,0.0,1.13,0.14,-0.09,0.0,4.33,0.1,-0.2,0.0,18h59m54.73s,284.9780251,+41d25m12.75s,41.4202077,1072.88,21.085,-21.085,13.781,0.08,-0.08,12.807,0.032,-0.032,12.491,0.031,-0.031,12.484,0.031,-0.031,,,
Kepler-1371 c,1,Transit,2016,Kepler,1,2.00541269,1.065e-05,-1.065e-05,0.0,,,,,0.64,0.07,-0.05,0.0,,,,,,,,,,,,,,,,,,,,,,1.798,0.131,-0.131,0.0,,,,,0.00676,0.00042,-0.00037,0.0,,,,5361.0,70.81,-74.06,0.0,0.83,0.07,-0.06,0.0,0.87,0.04,-0.05,0.0,4.55,0.04,-0.08,0.0,19h15m19.54s,288.8314251,+47d33m07.11s,47.5519753,515.334,5.4865,-5.4865,14.018,0.103,-0.103,12.536,0.021,-0.021,12.123,0.017,-0.017,12.052,0.016,-0.016,,,
Kepler-1543 b,1,Transit,2016,Kepler,1,6.96710269,3.285e-05,-3.285e-05,0.0,,,,,2.71,1.21,-0.51,0.0,,,,,,,,,,,,,,,,,,,,,,3.643,0.12,-0.12,0.0,,,,,0.01456,0.00015,-0.00076,0.0,,,,6561.0,148.25,-171.68,0.0,1.65,0.74,-0.3,0.0,1.39,0.23,-0.14,0.0,4.14,0.14,-0.25,0.0,19h48m29.83s,297.1242915,+47d02m13.16s,47.0369876,921.784,13.905,-13.905,13.495,0.092,-0.092,12.538,0.022,-0.022,12.327,0.02,-0.02,12.291,0.021,-0.021,,,
Kepler-1336 c,1,Transit,2016,Kepler,1,5.77721211,2.788e-05,-2.788e-05,0.0,,,,,1.71,0.27,-0.35,0.0,,,,,,,,,,,,,,,,,,,,,,2.423,0.117,-0.117,0.0,,,,,0.01097,0.00043,-0.00053,0.0,,,,5512.0,86.32,-66.78,0.0,1.3,0.19,-0.26,0.0,0.94,0.05,-0.04,0.0,4.18,0.17,-0.1,0.0,19h45m06.64s,296.2776587,+46d53m59.28s,46.8998006,1126.64,22.84,-22.84,14.264,0.103,-0.103,12.819,0.022,-0.022,12.423,0.021,-0.021,12.366,0.02,-0.02,,,
Kepler-1447 b,1,Transit,2016,Kepler,1,56.6747285,0.0003978,-0.0003978,0.0,,,,,2.9,0.5,-0.24,0.0,,,,,,,,,,,,,,,,,,,,,,5.422,0.175,-0.175,0.0,,,,,0.02767,0.00118,-0.0009,0.0,,,,5722.0,108.69,-88.46,0.0,0.95,0.16,-0.07,0.0,0.97,0.05,-0.06,0.0,4.47,0.06,-0.13,0.0,19h18m34.42s,289.6434285,+50d43m37.26s,50.727016,890.296,17.333,-16.695,14.747,0.08,-0.08,13.526,0.024,-0.024,13.146,0.033,-0.033,13.124,0.031,-0.031,,,
Kepler-1433 b,1,Transit,2016,Kepler,1,4.13592271,2.888e-05,-2.888e-05,0.0,,,,,1.56,0.45,-0.18,0.0,,,,,,,,,,,,,,,,,,,,,,2.789,0.138,-0.138,0.0,,,,,0.01167,0.00073,-0.00046,0.0,,,,6097.0,97.58,-116.39,0.0,1.19,0.33,-0.13,0.0,1.14,0.11,-0.07,0.0,4.34,0.08,-0.17,0.0,19h09m27.23s,287.3634559,+49d27m24.71s,49.4568649,,,,15.051,0.252,-0.252,13.772,0.026,-0.026,13.483,0.038,-0.038,13.492,0.036,-0.036,,,
Kepler-1448 b,1,Transit,2016,Kepler,1,12.27065865,5.885e-05,-5.885e-05,0.0,,,,,1.61,0.21,-0.16,0.0,,,,,,,,,,,,,,,,,,,,,,3.106,0.11,-0.11,0.0,,,,,0.01632,0.00053,-0.00064,0.0,,,,5774.0,89.88,-66.69,0.0,0.93,0.12,-0.08,0.0,0.95,0.06,-0.07,0.0,4.49,0.05,-0.1,0.0,19h11m28.18s,287.8674123,+50d35m44.10s,50.5955846,768.903,10.2315,-10.2315,14.592,0.115,-0.115,13.38,0.032,-0.032,12.948,0.031,-0.031,12.932,0.034,-0.034,,,
Kepler-907 b,1,Transit,2016,Kepler,1,15.86621821,6.487e-05,-6.487e-05,0.0,,,,,1.2,0.06,-0.05,0.0,,,,,,,,,,,,,,,,,,,,,,4.1503,0.0908,-0.0908,0.0,,,,,0.00816,0.00028,-0.0002,0.0,,,,6106.0,84.34,-82.33,0.0,1.38,0.06,-0.05,0.0,1.08,0.07,-0.06,0.0,4.19,0.01,-0.02,0.0,19h01m54.36s,285.4764959,+41d37m57.58s,41.6326615,,,,11.16,0.015,-0.015,10.588,0.021,-0.021,10.316,0.022,-0.022,10.282,0.018,-0.018,,,
Kepler-85 d,1,Transit,2014,Kepler,1,17.91323,0.000266,-0.000266,0.0,0.13,,,0.0,1.2,0.19,-0.19,0.0,,,,,,,,,,,,,,,,,,0.0,0.23,-0.23,0.0,4.51,0.255,-0.255,0.0,,,,,,,,,,,,5436.0,100.0,-100.0,0.0,0.89,0.13,-0.13,0.0,,,,,4.49,0.15,-0.15,0.0,19h23m53.63s,290.9734395,+45d17m24.99s,45.2902761,765.025,13.683,-13.219,14.89,0.057,-0.057,13.552,0.023,-0.023,13.192,0.024,-0.024,13.083,0.023,-0.023,,,
Kepler-625 c,1,Transit,2016,Kepler,1,4.1653651,1.304e-05,-1.304e-05,0.0,,,,,1.05,0.05,-0.03,0.0,,,,,,,,,,,,,,,,,,,,,,3.2895,0.0672,-0.0672,0.0,,,,,0.01012,0.00035,-0.00022,0.0,,,,5789.0,46.81,-43.94,0.0,0.96,0.03,-0.02,0.0,1.04,0.02,-0.02,0.0,4.49,0.01,-0.01,0.0,19h28m36.11s,292.1504723,+39d38m15.09s,39.6375254,760.708,9.8,-9.559,13.395,0.08,-0.08,12.203,0.023,-0.023,11.938,0.021,-0.021,11.905,0.021,-0.021,,,
EPIC 201841433 b,1,Transit,2019,K2,1,4.1698,0.0001,-0.0001,0.0,0.035,0.0009,-0.001,0.0,1.04,0.037,-0.032,0.0,,,,,,,,,,,,,,89.001,0.512,-0.557,0.0,0.21,0.11,-0.12,0.0,,,,,,,,,0.0152,0.0004,-0.0003,0.0,,,,5053.0,103.0,-166.0,0.0,0.63,0.04,-0.02,0.0,0.8,0.08,-0.16,0.0,4.59,0.05,-2.86,0.0,11h40m49.62s,175.206752,+06d08m05.33s,6.1348146,436.488,8.178001,-7.888,14.983,0.114,-0.114,13.06,0.023,-0.023,12.49,0.027,-0.027,12.454,0.03,-0.03,,,
K2-413 c,1,Transit,2022,K2,1,5.3301,0.0003,-0.0003,0.0,0.0426,0.0016,-0.0019,0.0,1.233,0.057,-0.059,0.0,,,,,,,,,,69.53,,,0.0,89.999,0.824,-0.812,0.0,,,,,,,,,,,,,,,,,,,,4116.0,138.0,-138.0,0.0,0.7,0.06,-0.05,0.0,0.81,0.36,-0.26,0.0,4.66,0.15,-0.15,0.0,23h33m40.22s,353.4175668,-07d36m43.30s,-7.6120272,285.162,3.569,-3.483,15.013,0.172,-0.172,12.644,0.026,-0.026,12.014,0.026,-0.026,11.86,0.026,-0.026,,,
HATS-66 b,1,Transit,2018,HATSouth,1,3.1414391,7.4e-06,-7.4e-06,0.0,0.04714,0.00025,-0.00025,0.0,15.816,0.942,-0.942,0.0,1694.0339,216.1244,-216.1244,0.0,Mass,0.064,,,0.0,2637.0,118.0,-113.0,0.0,87.06,0.92,-0.92,0.0,0.283,0.076,-0.095,0.0,4.5432,0.0648,-0.0648,0.0,5.5,0.11,-0.11,0.0,0.0787,0.0043,-0.0043,0.0,1998.0,21.0,-21.0,6626.0,35.0,-35.0,0.0,1.84,0.04,-0.04,0.0,1.41,0.02,-0.02,0.0,4.06,0.02,-0.02,0.0,06h45m34.75s,101.3948048,-33d52m54.09s,-33.8816918,1477.98,36.6,-34.9,14.283,0.114,-0.114,13.083,0.023,-0.023,12.827,0.023,-0.023,12.761,0.026,-0.026,,,
TOI-540 b,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,1.2391491,1.7e-06,-1.7e-06,0.0,0.01223,0.00036,-0.00036,0.0,0.903,0.052,-0.052,0.0,,,,,,0.0,,,0.0,23.4,2.1,-2.1,0.0,86.8,0.28,-0.28,0.0,0.772,0.029,-0.029,0.0,,,,,13.9,0.72,-0.72,0.0,0.0436,0.0012,-0.0012,0.0,611.0,23.0,-23.0,3216.0,83.0,-83.0,0.0,0.19,0.01,-0.01,0.0,0.16,0.01,-0.01,0.0,,,,,05h05m14.33s,76.3096949,-47d56m15.14s,-47.9375391,14.0022,0.0088,-0.0089,14.823,0.149,-0.149,9.755,0.022,-0.022,9.17,0.022,-0.022,8.9,0.021,-0.021,0.73,0.0,-0.0
TOI-2109 b,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,0.67247414,3e-08,-2.8e-07,0.0,0.01791,0.00065,-0.00065,0.0,15.098,0.527,-0.527,0.0,1595.4986,238.37131,-238.37131,0.0,Mass,,,,,,,,,70.74,0.37,-0.37,0.0,0.7481,0.0073,-0.0073,0.0,,,,,2.268,0.021,-0.021,0.0,0.08155,0.00022,-0.00022,0.0,3646.0,88.0,-88.0,6540.0,160.0,-160.0,0.0,1.7,0.06,-0.06,0.0,1.45,0.07,-0.07,0.0,4.14,0.04,-0.05,0.0,16h52m44.71s,253.1862971,+16d34m47.70s,16.5799153,262.041,2.753,-2.698,10.217,0.004,-0.004,9.382,0.024,-0.024,9.129,0.026,-0.026,9.07,0.021,-0.021,,,
TOI-833 b,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,1.0418777,3.24e-05,-3.24e-05,0.0,0.0171,0.0003,-0.0003,0.0,1.27,0.07,-0.07,0.0,,,,,,,,,,,,,,,,,,0.31,0.14,-0.14,0.0,,,,,,,,,,,,,1118.0,49.0,-49.0,3920.0,160.0,-160.0,0.0,0.6,0.02,-0.02,0.0,0.61,0.03,-0.03,0.0,4.67,0.04,-0.04,0.0,09h42m34.91s,145.645472,-62d28m33.19s,-62.4758857,41.7148,0.0418,-0.0418,11.724,0.014,-0.014,8.972,0.029,-0.029,8.35,0.055,-0.055,8.146,0.017,-0.017,,,
TOI-1693 b,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,1.7666957,5.4e-06,-5.4e-06,0.0,0.0226,0.0004,-0.0004,0.0,1.41,0.1,-0.1,0.0,,,,,,,,,,,,,,,,,,0.3,0.14,-0.14,0.0,,,,,,,,,,,,,764.0,19.0,-19.0,3499.0,70.0,-70.0,0.0,0.46,0.01,-0.01,0.0,0.49,0.03,-0.03,0.0,4.8,0.03,-0.03,0.0,06h01m14.00s,90.3083455,+34d46m23.13s,34.7730904,30.7947,0.0391,-0.0391,12.962,0.069,-0.069,9.192,0.026,-0.026,8.533,0.034,-0.034,8.331,0.021,-0.021,,,
Kepler-20 c,1,Transit,2011,Kepler,1,10.85409089,3.03e-06,-2.6e-06,0.0,0.0949,0.0027,-0.0023,0.0,3.047,0.064,-0.056,0.0,12.75,2.17,-2.24,0.0,Mass,0.16,0.01,-0.09,0.0,,,,,89.815,0.036,-0.632,0.0,,,,,,,,,21.17,0.59,-0.51,0.0,0.02895,0.00029,-6e-05,0.0,772.0,26.0,-26.0,5495.0,50.0,-50.0,0.0,0.96,0.02,-0.02,0.0,0.95,0.05,-0.05,0.0,4.45,0.01,-0.01,0.0,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,282.563,1.776,-1.753,12.61,0.069,-0.069,11.252,0.021,-0.021,10.91,0.019,-0.019,10.871,0.013,-0.013,,,
NGTS-8 b,1,Transit,2019,Paranal Observatory,1,2.4997,1e-05,-1e-05,0.0,0.035,0.001,-0.001,0.0,12.218,0.336,-0.336,0.0,295.5819,12.7132,-9.5349,0.0,Mass,0.01,0.014,-0.01,0.0,503.0,33.0,-33.0,0.0,86.9,0.5,-0.5,0.0,,,,,2.61,0.06,-0.06,0.0,7.6,0.18,-0.18,0.0,0.114,0.002,-0.002,0.0,1345.0,19.0,-19.0,5241.0,50.0,-50.0,0.0,0.98,0.02,-0.02,0.0,0.89,0.05,-0.04,0.0,4.41,0.03,-0.03,0.0,21h55m54.22s,328.9759206,-14d04m06.38s,-14.0684399,428.976,5.621,-5.481,13.69,0.103,-0.103,12.14,0.022,-0.022,11.751,0.024,-0.024,11.642,0.021,-0.021,,,
Kepler-156 c,1,Transit,2014,Kepler,1,15.906801,4.5e-05,-4.5e-05,0.0,0.117,,,0.0,2.55,0.19,-0.19,0.0,,,,,,,,,,,,,,,,,,0.64,0.27,-0.27,0.0,3.984,0.054,-0.054,0.0,,,,,,,,,,,,5094.0,100.0,-100.0,0.0,0.81,0.05,-0.05,0.0,,,,,4.55,0.15,-0.15,0.0,19h21m11.14s,290.2964214,+37d44m57.94s,37.7494271,443.483,3.494,-3.494,14.339,0.114,-0.114,12.735,0.022,-0.022,12.255,0.017,-0.017,12.155,0.023,-0.023,,,
Kepler-943 b,1,Transit,2016,Kepler,1,49.7701438,0.0001172,-0.0001172,0.0,,,,,5.93,0.79,-0.53,0.0,,,,,,,,,,,,,,,,,,,,,,10.085,0.184,-0.184,0.0,,,,,0.05975,0.00326,-0.00231,0.0,,,,5612.0,121.64,-101.28,0.0,0.91,0.11,-0.07,0.0,0.93,0.05,-0.06,0.0,4.5,0.05,-0.11,0.0,18h57m05.74s,284.2739322,+41d32m05.93s,41.5349809,2300.53,170.09,-148.69,15.76,0.332,-0.332,14.467,0.029,-0.029,14.099,0.039,-0.039,13.97,0.053,-0.053,,,
Kepler-1419 b,1,Transit,2016,Kepler,1,42.5215895,0.0005032,-0.0005032,0.0,,,,,2.86,0.66,-0.29,0.0,,,,,,,,,,,,,,,,,,,,,,5.798,0.257,-0.257,0.0,,,,,0.02602,0.00167,-0.00073,0.0,,,,5796.0,113.94,-157.22,0.0,1.01,0.23,-0.1,0.0,1.01,0.06,-0.07,0.0,4.43,0.07,-0.16,0.0,19h29m01.10s,292.2545917,+37d58m16.95s,37.971376,1498.58,84.1,-75.75,15.96,0.229,-0.229,14.507,0.03,-0.03,14.172,0.034,-0.034,14.081,0.067,-0.067,,,
Kepler-1633 b,1,Transit,2016,Kepler,1,186.404271,0.005886,-0.005886,0.0,,,,,1.58,0.65,-0.25,0.0,,,,,,,,,,,,,,,,,,,,,,10.46,0.916,-0.916,0.0,,,,,0.01057,0.00063,-0.00077,0.0,,,,6256.0,119.67,-118.36,0.0,1.32,0.54,-0.18,0.0,1.2,0.17,-0.09,0.0,4.27,0.11,-0.24,0.0,19h14m03.64s,288.5151733,+44d55m23.72s,44.9232545,1114.91,17.215,-17.215,13.516,0.103,-0.103,12.447,0.023,-0.023,12.19,0.022,-0.022,12.109,0.013,-0.013,,,
Kepler-1525 b,1,Transit,2016,Kepler,1,2.41660118,5.28e-06,-5.28e-06,0.0,,,,,0.91,0.06,-0.04,0.0,,,,,,,,,,,,,,,,,,,,,,1.9656,0.0527,-0.0527,0.0,,,,,0.00836,0.00025,-0.00018,0.0,,,,5748.0,70.33,-66.29,0.0,1.04,0.06,-0.04,0.0,1.07,0.03,-0.03,0.0,4.44,0.03,-0.04,0.0,19h22m14.27s,290.5594479,+49d56m34.31s,49.9428629,382.989,3.111,-3.063,12.797,0.057,-0.057,11.572,0.023,-0.023,11.28,0.03,-0.03,11.193,0.026,-0.026,,,
Kepler-859 b,1,Transit,2016,Kepler,1,20.38177573,5.321e-05,-5.321e-05,0.0,,,,,3.09,0.18,-0.15,0.0,,,,,,,,,,,,,,,,,,,,,,3.7429,0.0668,-0.0668,0.0,,,,,0.03675,0.00143,-0.00042,0.0,,,,5020.0,48.72,-50.72,0.0,0.77,0.03,-0.04,0.0,0.81,0.04,-0.04,0.0,4.59,0.02,-0.05,0.0,19h06m58.04s,286.7418337,+43d11m24.43s,43.1901197,839.903,28.333,-26.573,15.977,1.133,-1.133,14.424,0.029,-0.029,13.946,0.034,-0.034,13.858,0.052,-0.052,,,
Kepler-689 b,1,Transit,2016,Kepler,1,22.36656079,9.811e-05,-9.811e-05,0.0,,,,,2.89,0.35,-0.23,0.0,,,,,,,,,,,,,,,,,,,,,,5.151,0.11,-0.11,0.0,,,,,0.0299,0.00104,-0.00076,0.0,,,,5518.0,122.7,-162.69,0.0,0.88,0.1,-0.07,0.0,0.91,0.05,-0.06,0.0,4.51,0.05,-0.1,0.0,19h38m50.55s,294.7106347,+39d31m18.11s,39.5216975,1131.73,50.56,-46.47,15.938,0.137,-0.137,14.236,0.033,-0.033,13.849,0.049,-0.049,13.714,0.051,-0.051,,,
Kepler-1259 b,1,Transit,2016,Kepler,1,0.66308526,8.7e-07,-8.7e-07,0.0,,,,,1.43,0.07,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,1.0691,0.0397,-0.0397,0.0,,,,,0.01712,0.00036,-0.00075,0.0,,,,5053.0,113.64,-67.62,0.0,0.77,0.04,-0.04,0.0,0.8,0.04,-0.05,0.0,4.58,0.03,-0.05,0.0,19h51m21.95s,297.8414628,+46d58m03.46s,46.9676288,805.562,16.688,-16.036,15.556,0.057,-0.057,13.872,0.027,-0.027,13.339,0.028,-0.028,13.28,0.033,-0.033,,,
Kepler-1453 b,1,Transit,2016,Kepler,1,47.1611696,0.0004176,-0.0004176,0.0,,,,,2.67,0.44,-0.21,0.0,,,,,,,,,,,,,,,,,,,,,,4.059,0.17,-0.17,0.0,,,,,0.02602,0.00124,-0.00088,0.0,,,,5665.0,68.09,-70.11,0.0,0.94,0.15,-0.07,0.0,0.97,0.04,-0.05,0.0,4.48,0.05,-0.13,0.0,19h04m30.12s,286.1255037,+47d56m51.21s,47.9475586,1196.04,41.99,-39.29,15.695,0.137,-0.137,14.387,0.032,-0.032,14.034,0.04,-0.04,13.999,0.052,-0.052,,,
Kepler-436 b,1,Transit,2015,Kepler,1,64.00205,0.00072,-0.00072,0.0,0.339,0.134,-0.053,0.0,2.73,0.23,-0.24,0.0,,,,,,0.19,0.13,-0.11,-1.0,1.69,0.58,-0.79,0.0,89.93,0.07,-0.18,0.0,0.09,0.29,-0.09,0.0,4.67,0.35,-0.34,0.0,104.0,34.0,-16.0,0.0,0.0354,0.0024,-0.0035,0.0,,,,4651.0,100.0,-100.0,0.0,0.7,0.03,-0.02,0.0,0.73,0.03,-0.03,0.0,4.62,0.01,-0.03,0.0,20h06m52.99s,301.7207775,+44d24m43.51s,44.4120856,588.867,15.687,-14.907,15.971,0.115,-0.115,14.083,0.028,-0.028,13.49,0.032,-0.032,13.333,0.036,-0.036,,,
Kepler-264 b,1,Transit,2014,Kepler,1,40.806231,0.000538,-0.000538,0.0,0.249,,,0.0,3.33,0.74,-0.74,0.0,,,,,,,,,,,,,,,,,,0.93,0.33,-0.33,0.0,14.253,0.337,-0.337,0.0,,,,,,,,,,,,6158.0,100.0,-100.0,0.0,1.55,0.31,-0.31,0.0,,,,,4.15,0.15,-0.15,0.0,19h28m10.71s,292.044628,+37d22m34.27s,37.3761861,942.173,18.079,-17.423,13.15,0.114,-0.114,11.918,0.022,-0.022,11.692,0.022,-0.022,11.591,0.02,-0.02,,,
Kepler-556 b,1,Transit,2016,Kepler,1,11.72292176,2.381e-05,-2.381e-05,0.0,,,,,2.24,0.2,-0.12,0.0,,,,,,,,,,,,,,,,,,,,,,4.175,0.0522,-0.0522,0.0,,,,,0.02083,0.00054,-0.00034,0.0,,,,5740.0,57.53,-49.06,0.0,0.98,0.08,-0.05,0.0,1.0,0.03,-0.04,0.0,4.46,0.04,-0.07,0.0,19h22m07.08s,290.5294799,+38d56m33.83s,38.9427306,674.598,9.132,-9.132,14.316,0.069,-0.069,13.039,0.023,-0.023,12.687,0.022,-0.022,12.668,0.023,-0.023,,,
