pl_name,default_flag,discoverymethod,disc_year,disc_facility,tran_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_eqt,pl_eqterr1,pl_eqterr2,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,st_rotp,st_rotperr1,st_rotperr2
OGLE-TR-10 b,1,Transit,2004,OGLE,1,3.101278,,,0.0,0.0434,0.0013,-0.0015,0.0,14.011,1.569,-1.345,0.0,197.046,44.494,-44.494,0.0,Mass,,,,,,,,,90.0,0.0,-3.9,0.0,,,,,,,,,,,,,,,,,,,,5950.0,130.0,,0.0,1.17,0.13,,0.0,1.14,0.12,,0.0,,,,,17h51m28.26s,267.8677483,-29d52m35.31s,-29.8764758,1344.97,111.665,-111.665,16.006,0.15,-0.15,13.692,,,13.314,0.121,-0.121,12.856,,,,,
Kepler-24 c,1,Transit,2011,Kepler,1,12.3335,,,0.0,0.106,,,0.0,2.8,,,0.0,508.5,,,1.0,Mass,,,,,,,,,,,,,,,,,3.71,,,0.0,,,,,,,,,,,,5800.0,200.0,-200.0,0.0,1.07,0.16,-0.23,0.0,1.03,0.11,-0.14,0.0,4.34,0.3,-0.3,0.0,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.81,32.08,-32.08,15.04,0.08,-0.08,13.763,0.023,-0.023,13.445,0.03,-0.03,13.372,0.037,-0.037,,,
Kepler-32 b,1,Transit,2011,Kepler,1,5.90124,0.0001,-0.0001,0.0,0.05,,,0.0,2.2,0.2,-0.2,0.0,1303.0,,,1.0,Mass,,,,,,,,,,,,,,,,,2.112,0.12,-0.12,0.0,,,,,0.0389,0.0019,-0.0019,0.0,,,,3900.0,200.0,-200.0,0.0,0.53,0.04,-0.04,0.0,0.58,0.05,-0.05,0.0,4.64,0.3,-0.3,0.0,19h51m22.15s,297.8423073,+46d34m27.69s,46.5743595,323.847,3.4025,-3.4025,16.36,0.549,-0.549,13.616,0.023,-0.023,12.901,0.024,-0.024,12.757,0.024,-0.024,,,
Kepler-370 c,1,Transit,2014,Kepler,1,19.02293,0.000177,-0.000177,0.0,0.14,,,0.0,1.91,0.89,-0.89,0.0,,,,,,,,,,,,,,,,,,0.35,0.24,-0.24,0.0,3.418,0.155,-0.155,0.0,,,,,,,,,,,,5852.0,200.0,-200.0,0.0,0.9,0.42,-0.42,0.0,,,,,4.53,0.3,-0.3,0.0,19h28m41.06s,292.1710683,+40d54m58.46s,40.9162381,1167.94,35.395,-35.395,15.467,0.024,-0.024,13.977,0.026,-0.026,13.65,0.031,-0.031,13.55,0.048,-0.048,,,
Kepler-400 b,1,Transit,2014,Kepler,1,9.024389,3.4e-05,-3.4e-05,0.0,0.087,,,0.0,1.65,0.3,-0.3,0.0,,,,,,,,,,,,,,,,,,0.01,0.23,-0.23,0.0,3.128,0.072,-0.072,0.0,,,,,,,,,,,,5886.0,100.0,-100.0,0.0,1.15,0.21,-0.21,0.0,,,,,4.35,0.15,-0.15,0.0,19h23m46.67s,290.9444679,+40d28m48.19s,40.4800528,845.97,,,13.762,0.16,-0.16,12.566,0.022,-0.022,12.289,0.023,-0.023,12.296,0.023,-0.023,,,
Kepler-221 b,1,Transit,2014,Kepler,1,2.795906,4e-06,-4e-06,0.0,0.037,,,0.0,1.71,0.17,-0.17,0.0,,,,,,,,,,,,,,,,,,0.61,0.24,-0.24,0.0,2.064,0.029,-0.029,0.0,,,,,,,,,,,,5243.0,100.0,-100.0,0.0,0.82,0.07,-0.07,0.0,,,,,4.54,0.15,-0.15,0.0,19h46m37.14s,296.6547477,+46d50m06.81s,46.8352242,385.231,2.8335,-2.8335,13.97,0.149,-0.149,12.413,0.021,-0.021,11.995,0.017,-0.017,11.9,0.019,-0.019,,,
Kepler-367 c,1,Transit,2014,Kepler,1,53.578637,0.000382,-0.000382,0.0,0.253,,,0.0,1.2,0.16,-0.16,0.0,,,,,,,,,,,,,,,,,,0.75,0.29,-0.29,0.0,5.236,0.128,-0.128,0.0,,,,,,,,,,,,4710.0,100.0,-100.0,0.0,0.69,0.04,-0.04,0.0,,,,,4.63,0.15,-0.15,0.0,19h49m10.21s,297.292558,+49d58m54.30s,49.9817499,188.027,0.86,-0.854,13.193,0.297,-0.297,11.243,0.024,-0.024,10.752,0.017,-0.017,10.674,0.014,-0.014,,,
Kepler-393 c,1,Transit,2014,Kepler,1,14.613612,0.000231,-0.000231,0.0,0.124,,,0.0,1.33,0.31,-0.31,0.0,,,,,,,,,,,,,,,,,,0.76,0.29,-0.29,0.0,5.401,0.191,-0.191,0.0,,,,,,,,,,,,6189.0,100.0,-100.0,0.0,1.38,0.26,-0.26,0.0,,,,,4.23,0.15,-0.15,0.0,19h23m58.85s,290.995205,+45d11m31.88s,45.192188,881.404,14.022,-13.598,13.258,0.103,-0.103,12.325,0.023,-0.023,12.087,0.021,-0.021,11.995,0.017,-0.017,,,
Kepler-304 c,1,Transit,2014,Kepler,1,5.315946,7e-06,-7e-06,0.0,0.054,,,0.0,2.17,0.15,-0.15,0.0,,,,,,,,,,,,,,,,,,0.49,0.12,-0.12,0.0,1.114,0.033,-0.033,0.0,,,,,,,,,,,,4731.0,100.0,-100.0,0.0,0.69,0.04,-0.04,0.0,,,,,4.63,0.15,-0.15,0.0,19h37m46.03s,294.4418031,+40d33m27.15s,40.5575408,434.684,5.295,-5.171,15.065,0.252,-0.252,13.243,0.024,-0.024,12.75,0.033,-0.033,12.626,0.033,-0.033,,,
Kepler-360 b,1,Transit,2014,Kepler,1,3.289672,1.2e-05,-1.2e-05,0.0,0.044,,,0.0,1.65,0.78,-0.78,0.0,,,,,,,,,,,,,,,,,,0.07,0.24,-0.24,0.0,2.312,0.068,-0.068,0.0,,,,,,,,,,,,6053.0,200.0,-200.0,0.0,1.06,0.5,-0.5,0.0,,,,,4.42,0.3,-0.3,0.0,19h05m08.33s,286.2847077,+44d46m53.69s,44.7815817,876.044,15.581,-15.054,15.011,0.126,-0.126,13.642,0.022,-0.022,13.299,0.02,-0.02,13.228,0.03,-0.03,,,
Kepler-243 c,1,Transit,2014,Kepler,1,20.026218,0.000163,-0.000163,0.0,0.142,,,0.0,1.99,0.97,-0.97,0.0,,,,,,,,,,,,,,,,,,0.77,0.09,-0.09,0.0,1.319,0.16,-0.16,0.0,,,,,,,,,,,,5228.0,200.0,-200.0,0.0,0.84,0.4,-0.4,0.0,,,,,4.57,0.3,-0.3,0.0,19h00m26.52s,285.1104819,+42d02m02.26s,42.0339619,693.86,9.796,-9.532,15.159,0.137,-0.137,13.622,0.022,-0.022,13.191,0.024,-0.024,13.064,0.033,-0.033,,,
Kepler-261 c,1,Transit,2014,Kepler,1,24.570858,6.9e-05,-6.9e-05,0.0,0.156,,,0.0,2.0,0.14,-0.14,0.0,,,,,,,,,,,,,,,,,,0.19,0.21,-0.21,0.0,2.761,0.052,-0.052,0.0,,,,,,,,,,,,5098.0,100.0,-100.0,0.0,0.79,0.05,-0.05,0.0,,,,,4.56,0.15,-0.15,0.0,19h25m27.54s,291.3647333,+37d36m33.26s,37.609239,317.499,1.756,-1.737,13.738,0.103,-0.103,12.127,0.02,-0.02,11.672,0.02,-0.02,11.585,0.021,-0.021,,,
Kepler-327 d,1,Transit,2014,Kepler,1,13.969457,3.1e-05,-3.1e-05,0.0,0.09,,,0.0,1.73,0.1,-0.1,0.0,,,,,,,,,,,,,,,,,,0.71,0.09,-0.09,0.0,1.408,0.059,-0.059,0.0,,,,,,,,,,,,3799.0,100.0,-100.0,0.0,0.49,0.02,-0.02,0.0,,,,,4.76,0.1,-0.1,0.0,19h30m34.15s,292.6422963,+44d05m15.45s,44.0876251,241.987,1.469,-1.469,15.611,0.149,-0.149,12.794,0.023,-0.023,12.11,0.018,-0.018,11.956,0.022,-0.022,,,
Kepler-136 b,1,Transit,2014,Kepler,1,11.5789,3e-05,-3e-05,0.0,0.106,,,0.0,2.05,0.38,-0.38,0.0,,,,,,,,,,,,,,,,,,0.39,0.22,-0.22,0.0,2.855,0.045,-0.045,0.0,,,,,,,,,,,,6165.0,100.0,-100.0,0.0,1.35,0.25,-0.25,0.0,,,,,4.24,0.15,-0.15,0.0,19h45m52.15s,296.4673039,+42d35m55.67s,42.5987984,420.818,4.389,-4.3,11.822,0.046,-0.046,10.804,0.021,-0.021,10.573,0.021,-0.021,10.519,0.012,-0.012,,,
Kepler-122 d,1,Transit,2014,Kepler,1,21.587475,0.000164,-0.000164,0.0,0.155,,,0.0,2.2,0.44,-0.44,0.0,,,,,,,,,,,,,,,,,,0.01,0.23,-0.23,0.0,4.683,0.133,-0.133,0.0,,,,,,,,,,,,6050.0,137.0,-137.0,0.0,1.22,0.24,-0.24,0.0,,,,,4.3,0.15,-0.15,0.0,19h24m26.85s,291.1118647,+39d56m56.49s,39.9490248,1027.45,19.32,-18.64,14.403,0.126,-0.126,13.173,0.023,-0.023,12.887,0.023,-0.023,12.826,0.028,-0.028,,,
Kepler-157 c,1,Transit,2014,Kepler,1,13.5405,4.9e-05,-4.9e-05,0.0,0.11,,,0.0,2.24,0.43,-0.43,0.0,,,,,,,,,,,,,,,,,,0.34,0.22,-0.22,0.0,4.514,0.074,-0.074,0.0,,,,,,,,,,,,5774.0,125.0,-125.0,0.0,1.04,0.2,-0.2,0.0,,,,,4.39,0.15,-0.15,0.0,19h24m23.33s,291.0972257,+38d52m32.18s,38.8756049,773.713,10.485,-10.485,14.206,0.126,-0.126,12.939,0.031,-0.031,12.627,0.026,-0.026,12.573,0.03,-0.03,,,
Kepler-147 c,1,Transit,2014,Kepler,1,33.416423,0.000416,-0.000416,0.0,0.216,,,0.0,2.43,0.49,-0.49,0.0,,,,,,,,,,,,,,,,,,0.02,0.23,-0.23,0.0,7.293,0.209,-0.209,0.0,,,,,,,,,,,,6012.0,100.0,-100.0,0.0,1.47,0.29,-0.29,0.0,,,,,4.18,0.15,-0.15,0.0,19h11m54.17s,287.9757213,+39d05m13.80s,39.087168,1042.02,25.965,-25.965,14.134,0.195,-0.195,12.786,0.023,-0.023,12.475,0.022,-0.022,12.416,0.023,-0.023,,,
Kepler-239 b,1,Transit,2014,Kepler,1,11.763051,3.4e-05,-3.4e-05,0.0,0.095,,,0.0,2.33,0.15,-0.15,0.0,,,,,,,,,,,,,,,,,,0.17,0.22,-0.22,0.0,2.899,0.058,-0.058,0.0,,,,,,,,,,,,4914.0,100.0,-100.0,0.0,0.76,0.04,-0.04,0.0,,,,,4.58,0.15,-0.15,0.0,19h36m48.49s,294.2020505,+40d39m47.99s,40.6633313,648.109,13.332,-13.332,15.252,0.115,-0.115,13.703,0.025,-0.025,13.215,0.026,-0.026,13.133,0.035,-0.035,,,
Kepler-200 b,1,Transit,2014,Kepler,1,8.594805,3.6e-05,-3.6e-05,0.0,0.08,,,0.0,2.13,0.41,-0.41,0.0,,,,,,,,,,,,,,,,,,0.93,0.33,-0.33,0.0,3.534,0.107,-0.107,0.0,,,,,,,,,,,,5678.0,100.0,-100.0,0.0,0.94,0.16,-0.16,0.0,,,,,4.45,0.15,-0.15,0.0,18h57m38.39s,284.4099503,+41d14m14.97s,41.2374928,665.912,7.1445,-7.1445,13.932,0.103,-0.103,12.871,0.022,-0.022,12.58,0.023,-0.023,12.455,0.021,-0.021,,,
Kepler-243 b,1,Transit,2014,Kepler,1,5.715442,1.1e-05,-1.1e-05,0.0,0.062,,,0.0,2.45,1.16,-1.16,0.0,,,,,,,,,,,,,,,,,,0.17,0.23,-0.23,0.0,2.484,0.042,-0.042,0.0,,,,,,,,,,,,5228.0,200.0,-200.0,0.0,0.84,0.4,-0.4,0.0,,,,,4.57,0.3,-0.3,0.0,19h00m26.52s,285.1104819,+42d02m02.26s,42.0339619,693.86,9.796,-9.532,15.159,0.137,-0.137,13.622,0.022,-0.022,13.191,0.024,-0.024,13.064,0.033,-0.033,,,
Kepler-254 b,1,Transit,2014,Kepler,1,5.826662,1e-05,-1e-05,0.0,0.064,,,0.0,3.87,1.85,-1.85,0.0,,,,,,,,,,,,,,,,,,0.74,0.29,-0.29,0.0,3.032,0.049,-0.049,0.0,,,,,,,,,,,,5957.0,200.0,-200.0,0.0,0.91,0.43,-0.43,0.0,,,,,4.52,0.3,-0.3,0.0,19h12m39.52s,288.1646541,+45d48m59.13s,45.8164257,1389.48,75.41,-68.16,16.012,0.218,-0.218,14.675,0.03,-0.03,14.268,0.038,-0.038,14.254,0.068,-0.068,,,
Kepler-172 c,1,Transit,2014,Kepler,1,6.388996,2e-05,-2e-05,0.0,0.068,,,0.0,2.86,0.53,-0.53,0.0,,,,,,,,,,,,,,,,,,0.81,0.32,-0.32,0.0,3.389,0.077,-0.077,0.0,,,,,,,,,,,,5526.0,100.0,-100.0,0.0,1.08,0.19,-0.19,0.0,,,,,4.38,0.15,-0.15,0.0,18h53m28.42s,283.3684093,+41d49m18.62s,41.821839,828.592,18.482,-17.707,14.703,0.08,-0.08,13.17,0.024,-0.024,12.883,0.034,-0.034,12.793,0.036,-0.036,,,
Kepler-299 c,1,Transit,2014,Kepler,1,6.885875,4e-05,-4e-05,0.0,0.07,,,0.0,2.65,0.63,-0.63,0.0,,,,,,,,,,,,,,,,,,0.95,0.34,-0.34,0.0,4.009,0.107,-0.107,0.0,,,,,,,,,,,,5617.0,112.0,-112.0,0.0,1.03,0.21,-0.21,0.0,,,,,4.39,0.15,-0.15,0.0,18h52m49.68s,283.2070156,+48d34m49.88s,48.5805222,1052.24,26.76,-25.48,15.232,0.298,-0.298,13.875,0.028,-0.028,13.51,0.027,-0.027,13.436,0.044,-0.044,,,
Kepler-278 c,1,Transit,2014,Kepler,1,51.078775,0.00089,-0.00089,0.0,0.294,,,0.0,3.59,0.43,-0.43,0.0,,,,,,,,,,,,,,,,,,0.76,0.29,-0.29,0.0,11.315,0.281,-0.281,0.0,,,,,,,,,,,,4991.0,75.0,-75.0,0.0,2.94,0.07,-0.07,0.0,,,,,3.62,0.04,-0.04,0.0,19h20m25.73s,290.1072124,+38d42m08.17s,38.7022694,443.03,6.2675,-6.2675,11.811,0.024,-0.024,10.047,0.021,-0.021,9.581,0.018,-0.018,9.465,0.018,-0.018,,,
Kepler-339 d,1,Transit,2014,Kepler,1,10.558345,8.1e-05,-8.1e-05,0.0,0.091,,,0.0,1.17,0.53,-0.53,0.0,,,,,,,,,,,,,,,,,,0.25,0.21,-0.21,0.0,3.41,0.12,-0.12,0.0,,,,,,,,,,,,5631.0,200.0,-200.0,0.0,0.8,0.36,-0.36,0.0,,,,,4.59,0.3,-0.3,0.0,19h33m24.41s,293.351701,+48d26m40.53s,48.4445922,616.637,9.3395,-9.3395,14.706,0.149,-0.149,13.28,0.025,-0.025,12.895,0.024,-0.024,12.874,0.031,-0.031,,,
Kepler-397 b,1,Transit,2014,Kepler,1,22.250949,0.000186,-0.000186,0.0,0.144,,,0.0,2.46,21.32,-21.32,0.0,,,,,,,,,,,,,,,,,,0.94,0.42,-0.42,0.0,1.689,0.283,-0.283,0.0,,,,,,,,,,,,5307.0,100.0,-100.0,0.0,0.77,0.07,-0.07,0.0,,,,,4.57,0.15,-0.15,0.0,19h43m34.57s,295.8940373,+42d22m49.86s,42.3805156,,,,16.357,0.252,-0.252,14.587,0.027,-0.027,14.123,0.039,-0.039,13.9,0.051,-0.051,,,
Kepler-399 b,1,Transit,2014,Kepler,1,14.425281,0.000144,-0.000144,0.0,0.103,,,0.0,0.96,0.51,-0.51,0.0,,,,,,,,,,,,,,,,,,0.21,0.23,-0.23,0.0,3.686,0.178,-0.178,0.0,,,,,,,,,,,,5502.0,200.0,-200.0,0.0,0.68,0.36,-0.36,0.0,,,,,4.62,0.3,-0.3,0.0,19h58m00.41s,299.5017242,+40d40m14.76s,40.6707669,740.537,,,14.686,0.16,-0.16,13.175,0.024,-0.024,12.779,0.027,-0.027,12.698,0.025,-0.025,,,
WASP-176 b,1,Transit,2020,SuperWASP-North,1,3.899052,5e-06,-5e-06,0.0,0.0535,0.001,-0.0019,0.0,16.87,0.56,-0.504,0.0,271.74465,22.88376,-21.93027,0.0,Mass,0.0,,,0.0,,,,,86.7,1.3,-1.1,0.0,0.347,0.098,-0.12,0.0,5.1528,0.0504,-0.0456,0.0,,,,,,,,,1721.0,28.0,-21.0,5941.0,77.0,-79.0,0.0,1.93,0.05,-0.04,0.0,1.34,0.08,-0.13,0.0,4.0,0.04,-0.05,0.0,20h54m44.95s,313.6872928,+09d10m44.65s,9.1790688,568.42,11.93,-11.458,12.006,0.023,-0.023,10.991,0.022,-0.022,10.689,0.027,-0.027,10.648,0.02,-0.02,,,
WASP-78 b,1,Transit,2012,SuperWASP,1,2.17518,5e-06,-5e-06,0.0,,,,,21.633,5.044,-5.044,0.0,352.7913,171.6282,-171.6282,0.0,Mass,0.0,,,0.0,,,,,83.2,1.95,-1.95,0.0,,,,,,,,,3.54,0.21,-0.21,0.0,,,,,,,,6100.0,150.0,-150.0,0.0,2.46,0.58,-0.58,0.0,1.87,1.36,-1.36,0.0,4.1,0.2,-0.2,0.0,04h15m01.50s,63.7562662,-22d06m59.00s,-22.1163901,754.258,17.102,-16.373,11.965,0.022,-0.022,11.286,0.027,-0.027,11.084,0.027,-0.027,11.008,0.023,-0.023,,,
HAT-P-25 b,1,Transit,2010,HATNet,1,3.65281514,7.6e-07,-7.5e-07,0.0,0.0466,0.00081,-0.0008,0.0,12.722,0.538,-0.538,0.0,180.84527,7.31009,-6.99226,0.0,Mass,0.023,0.022,-0.014,0.0,325.0,29.0,-26.0,0.0,88.22,0.45,-0.36,0.0,0.347,0.061,-0.082,0.0,2.81304,0.02232,-0.02184,0.0,10.9,0.33,-0.31,0.0,0.1269,0.0011,-0.0011,0.0,1182.0,25.0,-25.0,5519.0,78.0,-76.0,0.0,0.92,0.03,-0.03,0.0,1.01,0.05,-0.05,0.0,4.52,0.03,-0.03,0.0,03h13m44.51s,48.4354731,+25d11m50.48s,25.1973548,300.384,4.3,-4.182,13.146,0.092,-0.092,11.319,0.018,-0.018,10.908,0.021,-0.021,10.815,0.018,-0.018,,,
K2-148 b,1,Transit,2018,K2,1,4.38395,0.0008,-0.0008,0.0,0.0454,0.0014,-0.0014,0.0,1.33,0.19,-0.18,0.0,,,,,,,,,,48.8,11.0,-11.0,0.0,,,,,,,,,,,,,16.7,3.2,-4.5,0.0,0.0193,0.0021,-0.0019,0.0,,,,4079.0,70.0,-70.0,0.0,0.63,0.06,-0.06,0.0,0.65,0.06,-0.06,0.0,4.65,0.05,-0.05,0.0,00h58m04.24s,14.5176494,-00d11m35.73s,-0.193258,124.458,0.626,-0.619,13.627,0.103,-0.103,11.082,0.024,-0.024,10.457,0.027,-0.027,10.292,0.025,-0.025,,,
WASP-82 b,1,Transit,2015,SuperWASP,1,2.70579,2e-06,-2e-06,0.0,,,,,18.159,1.457,-1.457,0.0,371.8611,63.566,-63.566,0.0,Mass,0.0,,,0.0,,,,,87.9,1.65,-1.65,0.0,,,,,,,,,4.43,0.15,-0.15,0.0,,,,,,,,6480.0,90.0,-90.0,0.0,2.1,0.16,-0.16,0.0,1.48,0.37,-0.37,0.0,3.96,0.03,-0.03,0.0,04h50m38.54s,72.6605916,+01d53m37.81s,1.8938365,275.664,3.122,-3.055,10.073,0.005,-0.005,9.046,0.024,-0.024,8.868,0.025,-0.025,8.759,0.023,-0.023,,,
K2-148 c,1,Transit,2018,K2,1,6.9226,0.0007,-0.0007,0.0,0.0616,0.0019,-0.0019,0.0,1.73,0.24,-0.21,0.0,,,,,,,,,,26.5,6.0,-6.0,0.0,,,,,,,,,,,,,27.3,3.6,-6.9,0.0,0.0251,0.0025,-0.0018,0.0,,,,4079.0,70.0,-70.0,0.0,0.63,0.06,-0.06,0.0,0.65,0.06,-0.06,0.0,4.65,0.05,-0.05,0.0,00h58m04.24s,14.5176494,-00d11m35.73s,-0.193258,124.458,0.626,-0.619,13.627,0.103,-0.103,11.082,0.024,-0.024,10.457,0.027,-0.027,10.292,0.025,-0.025,,,
KPS-1 b,1,Transit,2018,Acton Sky Portal Observatory,1,1.706291,5.9e-05,-5.9e-05,0.0,0.0269,0.001,-0.001,0.0,11.545,1.457,-1.345,0.0,346.4347,27.33338,-27.65121,0.0,Mass,0.0,,,0.0,729.0,130.0,-110.0,0.0,83.2,0.88,-0.9,0.0,0.754,0.04,-0.049,0.0,1.68,0.0552,-0.048,0.0,,,,,0.1143,0.0037,-0.0034,0.0,1459.0,56.0,-56.0,5165.0,90.0,-90.0,0.0,0.91,0.09,-0.08,0.0,0.89,0.09,-0.1,0.0,4.47,0.06,-0.06,0.0,11h00m40.13s,165.167198,+64d57m49.84s,64.9638452,262.706,2.62,-2.57,12.97,0.092,-0.092,11.41,0.02,-0.02,11.029,0.017,-0.017,10.931,0.017,-0.017,,,
HD 209458 b,1,Radial Velocity,1999,W. M. Keck Observatory,1,3.52474859,3.8e-07,-3.8e-07,0.0,,,,,15.581,0.224,-0.224,0.0,232.0159,12.7132,-12.7132,0.0,Mass,0.0,,,0.0,,,,,86.71,0.05,-0.05,0.0,,,,,,,,,8.81,0.19,-0.19,0.0,,,,,,,,6091.0,10.0,-10.0,0.0,1.19,0.02,-0.02,0.0,1.23,0.09,-0.09,0.0,4.45,0.02,-0.02,0.0,22h03m10.81s,330.7950219,+18d53m03.27s,18.8842419,48.3016,0.124,-0.1234,7.65,0.03,-0.03,6.591,0.02,-0.02,6.366,0.038,-0.038,6.308,0.026,-0.026,,,
WASP-21 b,1,Transit,2010,SuperWASP,1,4.322482,1.9e-05,-2.4e-05,0.0,0.052,0.00041,-0.00044,0.0,11.99,0.56,-0.56,0.0,95.345,3.496,-3.496,0.0,Mass,0.0,,,0.0,,,,,88.75,0.84,-0.7,0.0,0.23,0.12,-0.15,0.0,3.3552,0.1152,-0.096,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,23h09m58.27s,347.4928024,+18d23m46.17s,18.3961597,258.426,2.907,-2.845,11.59,0.057,-0.057,10.35,0.023,-0.023,10.085,0.022,-0.022,9.982,0.017,-0.017,,,
XO-1 b,1,Transit,2006,XO,1,3.94153,2.7e-05,-2.7e-05,0.0,,,,,12.778,0.785,-0.785,0.0,263.7989,41.3179,-41.3179,0.0,Mass,0.0,,,0.0,,,,,88.81,0.5,-0.5,0.0,,,,,,,,,11.37,0.47,-0.47,0.0,,,,,,,,5750.0,75.0,-75.0,0.0,0.88,0.05,-0.05,0.0,0.88,0.19,-0.19,0.0,4.51,0.02,-0.02,0.0,16h02m11.83s,240.5492745,+28d10m10.65s,28.1696248,163.553,0.622,-0.617,11.251,0.008,-0.008,9.939,0.022,-0.022,9.601,0.017,-0.017,9.527,0.015,-0.015,,,
HAT-P-30 b,1,Transit,2011,HATNet,1,2.8106,5e-06,-5e-06,0.0,,,,,16.141,1.681,-1.681,0.0,263.7989,57.2094,-57.2094,0.0,Mass,0.04,0.02,-0.02,0.0,,,,,83.6,0.04,-0.04,0.0,,,,,,,,,7.43,0.34,-0.34,0.0,,,,,,,,6304.0,88.0,-88.0,0.0,1.31,0.13,-0.13,0.0,1.55,0.51,-0.51,0.0,4.36,0.3,-0.3,0.0,08h15m47.96s,123.9498431,+05d50m12.72s,5.8368669,213.985,2.217,-2.173,10.352,0.007,-0.007,9.442,0.026,-0.026,9.22,0.028,-0.028,9.151,0.023,-0.023,,,
HAT-P-28 b,1,Transit,2011,HATNet,1,3.257215,7e-06,-7e-06,0.0,0.0434,0.0007,-0.0007,0.0,13.585,1.267,-0.919,0.0,198.953,11.759,-11.759,0.0,Mass,0.051,0.033,-0.033,0.0,,,,,88.0,0.9,-0.9,0.0,0.299,0.114,-0.123,0.0,3.2184,0.048,-0.048,0.0,8.43,0.57,-0.57,0.0,0.113,0.0024,-0.0024,0.0,1384.0,52.0,-52.0,5680.0,90.0,-90.0,0.0,1.1,0.09,-0.07,0.0,1.02,0.05,-0.05,0.0,4.36,0.06,-0.06,0.0,00h52m00.22s,13.0009159,+34d43m42.25s,34.728402,401.319,5.542,-5.395,13.098,0.114,-0.114,11.561,0.02,-0.02,11.206,0.023,-0.023,11.104,0.018,-0.018,,,
WASP-1 b,1,Transit,2007,SuperWASP,1,2.5199454,5e-07,-5e-07,0.0,0.03889,0.00053,-0.00073,0.0,16.623,0.269,-0.381,0.0,271.415,18.116,-16.526,0.0,Mass,0.0,,,0.0,,,,,90.0,1.3,-1.3,0.0,0.0,0.12,-0.12,0.0,,,,,5.687,0.034,-0.061,0.0,0.10362,0.00074,-0.00075,0.0,,,,,,,,1.47,0.02,-0.03,0.0,1.24,0.05,-0.07,0.0,,,,,00h20m40.07s,5.1669536,+31d59m23.90s,31.9899732,393.072,10.802,-10.249,11.308,0.02,-0.02,10.586,0.019,-0.019,10.364,0.016,-0.016,10.276,0.018,-0.018,,,
Qatar-3 b,1,Transit,2017,Qatar,1,2.5079204,,,0.0,0.03783,0.00069,-0.00069,0.0,12.285,1.569,-1.569,0.0,1369.8473,149.3801,-149.3801,0.0,Mass,0.0,,,0.0,1330.0,287.0,-287.0,0.0,86.8,2.0,-2.0,0.0,0.35,0.22,-0.22,0.0,3.1104,0.0816,-0.0816,0.0,6.39,0.59,-0.59,0.0,0.0888,0.0018,-0.0018,0.0,1681.0,84.0,-84.0,6007.0,52.0,-52.0,0.0,1.27,0.14,-0.14,0.0,1.15,0.06,-0.06,0.0,4.29,0.08,-0.08,0.0,23h56m36.47s,359.1519716,+36d12m46.64s,36.2129562,735.601,33.463,-30.723,12.929,0.08,-0.08,11.601,0.023,-0.023,11.272,0.021,-0.021,11.219,0.022,-0.022,6.31,,
WASP-60 b,1,Transit,2012,SuperWASP,1,4.305,6e-06,-6e-06,0.0,,,,,9.864,1.345,-1.345,0.0,174.8065,60.3877,-60.3877,0.0,Mass,0.0,,,0.0,,,,,87.9,1.6,-1.6,0.0,,,,,,,,,10.04,1.16,-1.16,0.0,,,,,,,,5900.0,100.0,-100.0,0.0,1.17,0.15,-0.15,0.0,1.19,0.61,-0.61,0.0,4.2,0.1,-0.1,0.0,23h46m40.01s,356.6667136,+31d09m21.28s,31.1559115,431.052,7.554,-7.303,11.67,0.055,-0.055,10.964,0.023,-0.023,10.656,0.03,-0.03,10.585,0.021,-0.021,,,
